product_id,title,skus,publication_name,publication_id,published_on_publication,status
gid://shopify/Product/15724634112384,EOWYN & MERRY,99121499042,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724634308992,MIDDLE-EARTH SBG: TREEBEARD MIGHTY ENT,99121499046,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724634472832,MIDDLE-EARTH SBG: ROHAN STRONGHOLD,99121499060,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724634603904,MIDDLE-EARTH SBG: RUINS OF DOL GULDUR,99121499049,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724634833280,M-E SBG: MORDOR BATTLEHOST,99121499050,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724634964352,MIDDLE-EARTH SBG: GONDOR MANSION,99121499056,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724635095424,MIDDLE-EARTH SBG: GONDOR TOWER,99121499057,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724635226496,MIDDLE-EARTH SBG: GONDOR RUINS,99121499058,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724635455872,WAR OF THE ROHIRRIM: BATTLE OF EDORAS,60011499013,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724635586944,MIDDLE-EARTH SBG: RULES MANUAL,60041499057,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724635718016,M-E SBG: ARMIES OF THE LORD OF THE RINGS,60041499058,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724635849088,MIDDLE-EARTH SBG: ARMIES OF THE HOBBIT,60041499059,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724636045696,MIDDLE-EARTH SBG: ARMIES OF MIDDLE-EARTH,60041499060,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724636242304,THH: AGE OF DARKNESS RULEBOOK (ENGLISH),60043099013,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724636340608,HH: AGE OF DARKNESS: SATURNINE (ENG),60013099002,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724636504448,HORUS HERESY: LIBER QUESTORIS (ENGLISH),60033008001,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724636635520,AGE OF DARKNESS: MARKERS AND TOKENS,99123099001,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724636766592,HORUS HERESY: AGE OF DARKNESS DICE SET,99223099039,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724636897664,WARHAMMER UNDERWORLDS: EMBERGARD (ENG),60010799027,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724637061504,WH UNDERWORLDS: HEROES AND HUNTERS,99120799006,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724637290880,WH UNDERWORLDS: DESPOILERS AND DAEMONS,99120799007,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724637454720,WH UNDERWORLDS: REVENANTS OF THE REALMS,99120799008,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724637585792,WH UNDERWORLDS: BRUTES AND BANDITS,99120799009,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724637716864,WHU: RAGING SLAYERS RIVALS DECK (ENG),60050799018,Online Store,gid://shopify/Publication/308211384704,false,published
gid://shopify/Product/15724637847936,ADEPTUS TITANICUS STARTER SET (ENGLISH),60010399003,Online Store,gid://shopify/Publication/308211384704,false,published
